企业名(name),中文名(name_cn),当前一级(tag_l1),当前二级(tag_l2),被审目标标签,是否问题(是/否),原二级(被审那个),建议二级(若问题),理由(≤40字),国家(country),简介(description简)
Heyday Health,,养老服务|金融保险,产业资本|居家护理,居家护理,否,居家护理,,,,虚拟价值型医疗服务，Medicare和双重合格患者
Heyday Health,,养老服务|金融保险,产业资本|居家护理,产业资本,是,产业资本,居家护理,产业资本为背景标签，真实业务为居家护理（建议移除）,,虚拟价值型医疗服务，Medicare和双重合格患者
Hibiscus Health,,医疗健康,健康监测|慢病管理,健康监测,否,健康监测,,,,面部血流分析技术30秒检测早期糖尿病风险
HiDO,,医疗健康|消费品,健康管理|康复医疗|智能硬件,健康管理,否,健康管理,,,,患者友好型设备+移动APP，用药自动化
HiDO,,医疗健康|消费品,健康管理|康复医疗|智能硬件,智能硬件,否,智能硬件,,,,患者友好型设备+移动APP，用药自动化
Homeage,,医疗健康,健康管理,健康管理,否,健康管理,,,,健康管理服务平台
Hyfe AI,,医疗健康,健康监测,健康监测,否,健康监测,,,,AI咳嗽检测和分类，7亿+样本，55岁以上占74%
Ilant Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,基于价值的肥胖管理和心脏代谢健康
InHome Therapy,,养老服务|医疗健康|消费品,居家护理|康复医疗|智能硬件,居家护理,否,居家护理,,,,家庭护理和康复提供商
InHome Therapy,,养老服务|医疗健康|消费品,居家护理|康复医疗|智能硬件,智能硬件,否,智能硬件,,,,家庭护理和康复提供商
Isaac Health,,医疗健康,认知症,认知症,否,认知症,,,,虚拟大脑健康和痴呆症护理数字健康初创公司
Jellydrops,,医疗健康,认知症,认知症,否,认知症,,,,无糖零食，95%水+电解质，促进补水
JOGO Health,,医疗健康|消费品|精神健康,心理健康服务|慢病管理|智能硬件,智能硬件,否,智能硬件,,,,利用大脑神经可塑性治疗慢性疼痛和失禁，FDA批准
joyforall,,医疗健康|文娱社交,文娱|认知症,认知症,否,认知症,,,,宠物机器人，为阿尔茨海默症或痴呆患者带来舒适和陪伴
joyforall,,医疗健康|文娱社交,文娱|认知症,文娱,是,文娱,认知症,真实业务更贴合认知症,,宠物机器人，为阿尔茨海默症或痴呆患者带来舒适和陪伴
Kalogon,,消费品,日用|智能硬件,智能硬件,否,智能硬件,,,,智能坐垫预防轮椅使用者压疮
Keep Company,,养老服务,专业护理,专业护理,否,专业护理,,,,帮助雇主量化和留住身为护理人员的员工
Kins,,养老服务|医疗健康,专业护理|健康管理|居家护理,健康管理,否,健康管理,,,,虚拟+面对面物理治疗，NPS达92
Kins,,养老服务|医疗健康,专业护理|健康管理|居家护理,居家护理,否,居家护理,,,,虚拟+面对面物理治疗，NPS达92
Kins,,养老服务|医疗健康,专业护理|健康管理|居家护理,专业护理,否,专业护理,,,,虚拟+面对面物理治疗，NPS达92
Kinto,,医疗健康|文娱社交|智能科技,AI科技|社交平台|认知症,认知症,否,认知症,,,,AI支持平台，照顾痴呆症亲人，被Rippl收购
Kinto,,医疗健康|文娱社交|智能科技,AI科技|社交平台|认知症,社交平台,否,社交平台,,,,AI支持平台，照顾痴呆症亲人，被Rippl收购
Koda Health,,养老服务,专业护理|护理平台,专业护理,否,专业护理,,,,数字化提前护理计划解决方案
Labrador Systems,,养老服务|智能科技,机器人|适老化,适老化,否,适老化,,,,日常辅助机器人，送餐、洗衣服等
Ladder,,文娱社交,健身|文娱,文娱,否,文娱,,,,虚拟力量训练，每月29.99美元订阅
LifeBio,,文娱社交|精神健康,心理健康服务|文娱,文娱,否,文娱,,,,AI回忆疗法平台，收集和分享老年人生活故事，获NIA资助
LifeLoop,,养老服务|文娱社交,养老社区|文娱|社交平台,文娱,否,文娱,,,,面向养老社区的综合管理和活动组织工具，4700+社区
LifeLoop,,养老服务|文娱社交,养老社区|文娱|社交平台,社交平台,否,社交平台,,,,面向养老社区的综合管理和活动组织工具，4700+社区
Lilli,,医疗健康|文娱社交|消费品,社交平台|智能硬件|远程医疗,智能硬件,否,智能硬件,,,,AI远程监控设备，支持家庭护理，9:1投资回报率
Lilli,,医疗健康|文娱社交|消费品,社交平台|智能硬件|远程医疗,社交平台,否,社交平台,,,,AI远程监控设备，支持家庭护理，9:1投资回报率
Linus Health,,医疗健康,认知症,认知症,否,认知症,,,,数字健康解决方案，早期发现阿尔茨海默症，收购Aural Analytics
Lotus Ring,,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,戴在手指上的遥控器，红外线控制灯光、风扇等
Lotus Ring,,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,戴在手指上的遥控器，红外线控制灯光、风扇等
LUCID (Resonance Rx),,医疗健康|文娱社交,文娱|认知症,认知症,否,认知症,,,,AI音乐疗法、音频认知行为疗法和认知游戏
LUCID (Resonance Rx),,医疗健康|文娱社交,文娱|认知症,文娱,否,文娱,,,,AI音乐疗法、音频认知行为疗法和认知游戏
Marta,,养老服务,居家护理|护理平台,居家护理,否,居家护理,,,,直接连接护理人员，寻找居家护理人员
Medisafe,,医疗健康,健康管理,健康管理,否,健康管理,,,,药物管理APP，可视化时间表+提醒
MedMinder,,消费品,智能硬件,智能硬件,是,智能硬件,健康管理,智能药盒/用药管理属健康管理,,联网药房护理，触摸屏自动药丸分配器
Meela,,文娱社交,文娱|社交平台|陪伴机器人,文娱,否,文娱,,,,老年人AI语音伴侣，通过电话提供AI陪伴，B2B订阅模式
Meela,,文娱社交,文娱|社交平台|陪伴机器人,社交平台,否,社交平台,,,,老年人AI语音伴侣，通过电话提供AI陪伴，B2B订阅模式
Mend,,文娱社交|食品营养,文娱|社交平台|营养食品,文娱,否,文娱,,,,AI驱动的营养平台，营养补充剂+数字平台
Mend,,文娱社交|食品营养,文娱|社交平台|营养食品,社交平台,否,社交平台,,,,AI驱动的营养平台，营养补充剂+数字平台
Menolabs,,女性健康|食品营养,保健品|女性健康服务|更年期,保健品,否,保健品,,,,更年期保健产品，被Dr. Reddy's收购
Metyos,,医疗健康|消费品,慢病管理|智能硬件,智能硬件,否,智能硬件,,,,慢性肾病监测设备，类似FreeStyle Libre
Midi Health,,养老服务|女性健康,专业护理|更年期|虚拟护理,专业护理,否,专业护理,,,,最快发展的虚拟护理诊所，专门服务绝经期女性
Miihealth,,文娱社交,文娱|社交平台|陪伴机器人,文娱,否,文娱,,,,对话式AI健康伴侣，结合传感器和智能手表
Miihealth,,文娱社交,文娱|社交平台|陪伴机器人,社交平台,否,社交平台,,,,对话式AI健康伴侣，结合传感器和智能手表
MindAhead,,医疗健康|精神健康,心理健康服务|认知症,认知症,否,认知症,,,,基于行为激活的治疗应用程序，轻度认知障碍和痴呆症
MindMics,,医疗健康,健康监测|慢病管理,健康监测,否,健康监测,,,,日常耳机改造成健康监测器，次声波技术心血管监测
Modivcare,,养老服务|医疗健康,SODH|专业护理|远程医疗,专业护理,否,专业护理,,,,非紧急医疗运输、个人护理服务和远程患者监控
Moneta Health,,医疗健康|消费品,认知训练|智能硬件,智能硬件,否,智能硬件,,,,AI辅助认知康复虚拟诊所，基于医疗保险报销，平均认知改善18%
Monogram Health,,养老服务|医疗健康,居家护理|慢病管理,居家护理,否,居家护理,,,,多种慢性疾病居家护理，2023年收入近22亿美元
More Life Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,老年人在线锻炼
myo,,文娱社交|智能科技,数字化|文娱|社交平台,文娱,否,文娱,,,,通信和服务APP，护理机构、家庭和服务商数字通信
myo,,文娱社交|智能科技,数字化|文娱|社交平台,社交平台,否,社交平台,,,,通信和服务APP，护理机构、家庭和服务商数字通信
Navel,,文娱社交,文娱|陪伴机器人,文娱,否,文娱,,,,下一代社交机器人，在德国多家养老院使用
NeoSilver,,文娱社交,文娱,文娱,否,文娱,,,,解决老年人孤独问题的法国平台
NeuroClues,,医疗健康|消费品,健康管理|智能硬件|认知症,健康管理,否,健康管理,,,,眼动追踪设备检测神经退行性疾病，帕金森筛查
NeuroClues,,医疗健康|消费品,健康管理|智能硬件|认知症,认知症,否,认知症,,,,眼动追踪设备检测神经退行性疾病，帕金森筛查
NeuroClues,,医疗健康|消费品,健康管理|智能硬件|认知症,智能硬件,否,智能硬件,,,,眼动追踪设备检测神经退行性疾病，帕金森筛查
NeuroNation,,医疗健康,认知症,认知症,否,认知症,,,,强化大脑，日常记忆训练
NexStride,,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,小型设备连接助行器，灯光和声音信号帮助行走
NexStride,,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,小型设备连接助行器，灯光和声音信号帮助行走
Nice healthcare,,养老服务,居家护理,居家护理,否,居家护理,,,,虚拟/上门初级保健、物理治疗和慢性护理管理
Nobi,,医疗健康|消费品,健康监测|智能硬件,健康监测,否,健康监测,,,,智能灯跌倒检测，销往21个国家
Nobi,,医疗健康|消费品,健康监测|智能硬件,智能硬件,否,智能硬件,,,,智能灯跌倒检测，销往21个国家
Omena,,医疗健康|女性健康,健康管理|女性健康服务|更年期,健康管理,否,健康管理,,,,女性健康和保健数字健康平台
One Medical,,养老服务|医疗健康,健康管理|养老社区,健康管理,是,健康管理,远程医疗,诊所/基层医疗非泛健康管理,,会员制初级保健机构，2023年被亚马逊收购
OneStep,,医疗健康,健康监测,健康监测,否,健康监测,,,,利用智能手机传感器分析人的步态
OrCam MyEye 3 Pro,,养老服务|消费品,眼镜|适老化,适老化,否,适老化,,,,智能放大镜，读出文本、识别面部和产品
Oshi Health,,医疗健康,健康管理|慢病管理,健康管理,否,健康管理,,,,虚拟方式提供消化系统健康全面护理
Pallie AI,,文娱社交,文娱|社交平台|陪伴机器人,文娱,否,文娱,,,,支持健康和福祉的人工智能伴侣产品
Pallie AI,,文娱社交,文娱|社交平台|陪伴机器人,社交平台,否,社交平台,,,,支持健康和福祉的人工智能伴侣产品
PanTheryx,,医疗健康,健康管理,健康管理,否,健康管理,,,,利用牛初乳的细胞和生物分子
PeopleOne Health,,养老服务|医疗健康,专业护理|健康管理,健康管理,否,健康管理,,,,以雇主为中心的预防性护理混合医疗服务提供商
PeopleOne Health,,养老服务|医疗健康,专业护理|健康管理,专业护理,否,专业护理,,,,以雇主为中心的预防性护理混合医疗服务提供商
Pillo Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,帮助老人科学用药、买正版药
Punto Health,,医疗健康|文娱社交|智能科技,AI科技|社交平台|认知症,认知症,否,认知症,,,,AI驱动综合平台改善痴呆症患者及其家人护理
Punto Health,,医疗健康|文娱社交|智能科技,AI科技|社交平台|认知症,社交平台,否,社交平台,,,,AI驱动综合平台改善痴呆症患者及其家人护理
Pyx Health,,养老服务|文娱社交,专业护理|文娱|陪伴机器人,专业护理,否,专业护理,,,,为老人提供虚拟陪伴和支持，2024年Inc.5000第517名
Pyx Health,,养老服务|文娱社交,专业护理|文娱|陪伴机器人,文娱,否,文娱,,,,为老人提供虚拟陪伴和支持，2024年Inc.5000第517名
RapidClaims,,医疗健康|智能科技,AI科技|健康管理,健康管理,否,健康管理,,,,AI帮助医疗服务提供商实现医疗编码自动化
Redi Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,连接制药公司、医疗保健提供商和患者
reev.care,,养老服务|医疗健康|消费品,康复医疗|智能硬件|适老化,适老化,是,适老化,康复医疗,真实业务更贴合康复医疗,,帮助中风、多发性硬化症后神经步态障碍患者
reev.care,,养老服务|医疗健康|消费品,康复医疗|智能硬件|适老化,智能硬件,否,智能硬件,,,,帮助中风、多发性硬化症后神经步态障碍患者
RETISPEC,,医疗健康,认知症,认知症,否,认知症,,,,通过视网膜成像早期检测阿尔茨海默病
