serial,name,tag_l1,tag_l2,desc_len,description,desc_cn_len,rv,sig,total,reco_len,is_info_insufficient
#1275,Portever,养老服务,CCRC,78,海外养老社区与退休生活运营商，提供持续照料退休社区（CCRC）模式，涵盖独立生活到护理的全周期照护。企业聚焦银发场景，通过技术与服务满足中老年群体的细分需求,17,35.6,0.55,5.3,102,0
#1511,深圳市顶佳医疗科技有限公司,行业服务/养老服务,养老软件/适老化,78,智慧养老数智化整体方案商（智能化终端产品️、数字化管理平台、远程化手机应用️、专业化服务方案）认知症评估康复训练、适老化改造辅具销售、智能穿戴产品开发定制…,7,39.6,0.55,5.9,186,0
#0044,鲸鱼陪诊,养老服务,陪诊,79,鲸鱼陪诊（南京鲸鱼健康科技）推出一站式助医服务，涵盖就医陪诊、诊前约号、代办问诊、送取报告、排队买药与就医规划，业务遍及全国，且为每次服务免费配置陪诊服务险。,113,45.7,0.55,6.8,90,0
#0276,盈康生命,养老服务,康复医疗,79,盈康生命科技股份有限公司在海尔体系下布局肿瘤放射治疗设备与医疗服务，子公司玛西普研发头部伽玛刀，国内装机量领先并出口欧美，同时运营上海永慈康复医院等医疗机构。,14,39.6,0.55,5.9,96,0
#0281,硅基仿生,食品营养/康复辅具,糖尿病/可穿戴监测,79,深圳硅基仿生科技研发持续葡萄糖监测系统硅基动感CGM与糖尿病视网膜病变AI辅助诊断软件，其动态血糖仪获国产销量第一，并布局植入式视网膜电刺激器等创新医疗器械。,82,47.7,0.55,7.2,75,0
#0323,艾益生,养老服务,中医养生,79,上海百秘健康科技旗下科技中医养生品牌（2013年创立），以智能艾灸仪、砭石揉腹仪与本草饮构成“砭、灸、食补”体系，拥有百余项专利，主打家庭中医养生与未病调养。,8,38.7,0.55,5.8,70,0
#0355,金鼎资本,投资机构,产业基金,79,金鼎资本（2014年）是长期深耕科技、大健康、消费的产业投资/CVC机构，管理规模超100亿，2022年起联合上市公司布局养老产业，聚焦辅具、银发文旅等赛道。,6,34.6,0.55,5.3,141,0
#0362,银彩聚乐部,文娱社交,文娱,79,上海银彩奕奕信息科技旗下银发新媒体矩阵（银彩魔都访、魔都时尚猎人、银彩聚乐部），聚集约300万50+垂直用户，线下组织舞会、旅游等沙龙活动，主打活力银发文娱。,14,35.7,0.55,5.5,87,0
#0409,璞缘照护,金融保险/养老服务,长护险/居家护理,79,专注居家护理养老服务，在全国30个城市连锁布局长护定点业务，以社区为依托，承接多地社区日照、养老服务中心、养老驿站的运营服务。2023.03 A轮融资数千万元,140,44.7,0.55,6.8,74,0
#0440,德林假肢,康复辅具,康复器械,79,1993年起以台资模式在大陆运营的老牌假肢企业，提供上下肢假肢定制与配套康复训练；把假肢定制与康复服务打包交付，差异在台资工艺与“产品+训练”一体化服务网络。,79,33.7,0.55,5.2,85,0
#0515,Home Instead,养老服务,居家护理,79,1994年创立的全球居家护工服务网络，以加盟模式规模化交付居家护理，把分散的家政照护做成标准化连锁；差异在关系型照护与护理员职业化培训体系支撑的全球连锁能力。,79,44.6,0.55,6.7,97,0
#0554,Warby Parker,消费品,眼镜,79,2010年创立的平价眼镜线上线下一体零售商，以自营供应链控毛利、居家试戴降低配镜门槛；其老花镜等适老品类可借保险直付与线下取镜触达银发，差异在大众化零售打法。,79,38.7,0.55,5.9,112,0
#0558,Riverspring Living,养老服务,养老机构/康复医疗,79,大型养老康复机构，专注于将AgeTech（AI/VR/机器人）从理论转化为实际ROI。接受TheGerontechnologist采访，深度分享技术落地经验。,143,58.7,6.55,12.2,127,0
#0625,Artis Senior Living,养老服务,认知症,79,Artis Senior Living是2012年成立的美国养老社区，把认知症照护单独做成品牌核心而非附属业态，以私人月费支撑轻负债扩张，融资4000万美元。,79,41.6,0.55,6.2,70,0
#0912,Watershed Health,养老服务,护理协调,79,Watershed Health（2020年成立，融资1360万美元）把医生、社工、家属拧成护理网络做全角色协调与数据共享，差异化在跨团队整合的护理协调壁垒。,79,39.6,0.55,5.9,81,0
#0931,Club Tourism,文娱社交,旅游,79,Club Tourism（1980年创立）是日本专为老人做带陪护团体旅游的品牌，全流程有人跟、节奏慢、强调同龄社交，差异化在'慢节奏+陪护+社交'的产品设计。,79,38.7,0.55,5.9,126,0
#0949,LHC Group,养老服务,安宁疗护,79,美国家庭医疗保健服务商，主要为老年慢性病患者提供居家医疗、临终关怀、医疗护理以及家庭健康等服务。2005年上市融资6720万美元，2022年以54亿美元被并购,144,66.1,7.05,13.4,89,0
#0952,Addus HomeCare,养老服务,居家护理,79,美国家庭护理服务提供商，以家庭及社区为基础，面向老人、长期病患、残疾人士等提供个人护理、日常生活活动支援、成人日间看护等服务。2009年上市融资5400万美元,137,63.7,6.55,12.7,118,0
#0966,Duos,金融保险,保险,79,AI驱动的数字健康平台，负责保险计划的会员激活和福利执行。商业模式高度聚焦于Medicare Advantage等支付方，帮助老年用户理解和使用复杂的健康福利,149,58.7,4.55,11.0,92,0
#1103,Altos Labs,消费品,药品,79,由杰夫·贝索斯等支持的细胞重编程公司，聚焦通过 Yamanaka 因子等实现细胞年轻化，研究衰老的可逆性。成立于2021年，融资规模巨大（具体轮次未公开核实）,98,38.7,0.55,5.9,167,0
#0024,清澜技术,康复辅具,跌倒监测/睡眠监测,80,清澜技术基于60GHz毫米波雷达研发无感生命体征监测仪，实时探测老人呼吸、心率、跌倒与离床状态并支持双向语音告警，已与泰康、平安等机构合作并销往日本、欧美市场。,122,45.6,0.55,7.0,100,0
#0093,余生幸福,文娱社交,相亲,80,余生幸福是一个中老年相亲平台，分青年、离异、中老年三个板块，采用会员实名制提供在线婚介服务。它面向不同年龄与处境的单身人群，主打真诚、严肃、温馨的征婚交友体验。,118,40.7,0.55,6.1,88,0
#0177,左点,康复辅具,助听器/睡眠监测,80,左点健康产业（深圳）有限公司（ZDEER，2014年创立）旗下智能健康品牌，聚焦家庭健康场景，产品涵盖智能艾灸盒、助听器、睡眠仪等，获天图、高瓴等机构多轮融资。,126,49.6,0.55,7.4,74,0
#0251,泽普医疗,养老服务,康复医疗,80,山东泽普医疗科技专业从事康复机器人与医、体、养、护智能产品研发制造，推出AI康复机器人、主被动训练、步态训练与疼痛理疗系列，并针对老年与代谢性疾病输出康复方案。,98,40.7,0.55,6.2,97,0
#0254,深纳普思,食品营养/康复辅具,糖尿病/可穿戴监测,80,北京深纳普思人工智能技术研发欧态M8持续葡萄糖监测系统，作为获国家三类医疗器械认证的免校准动态血糖仪，可连续14天每5分钟测一次血糖并联动App做高低血糖预警。,112,44.7,0.55,6.8,86,0
#0352,郑远元,养老服务,中医养生,80,陕西郑远元专业修脚保健服务集团（远元集团）以“郑氏传统修脚术”（陕西非遗）为核心的足部健康连锁品牌，全国门店超9000家并拓展海外，主打修脚养生并向大健康延伸。,10,38.7,0.55,5.9,85,0
#0397,新东方文旅,养老服务,CCRC,80,新东方教育科技集团全资子公司，2023年成立，注册资本10亿元。面向中老年及全年龄段群体提供文化旅行、国际游学、国内研学、营地教育及康养旅居等文旅产品。已...,104,70.6,6.55,13.8,75,0
#0412,二毛照护,养老服务,认知症,80,主要面向高龄、失能、失智人群，为用户提供生活照护、病症护理、病后康复等方面一站式居家照护服务。业务包括整月照护、全天照护、失智照护以及分时照护。2016....,11,37.7,0.55,5.8,76,0
#0415,玛土撒拉,食品营养,营养食品,80,深耕于特医食品行业，集研发、生产、销售于一体的医学营养科技型企业。出品四大系列医学营养产品：特医食品系列、营养强化系列、低GI系列、控能食品系列。2022...,12,40.7,0.55,6.2,85,0
#0507,FreeWill,金融保险,遗产规划,80,FreeWill（2017年成立）是一个免费在线遗嘱与遗产规划平台，靠慈善遗赠撬动机构合作而非直接向用户收费，差异化在把严肃的继承安排做成零门槛工具并绑定公益。,80,43.7,0.55,6.5,74,0
#0535,Pivotal Ventures,投资机构,VC,80,Pivotal Ventures是Melinda French Gates创立的投资和慈善机构，关注女性经济赋权和老年人财务安全，在银发经济领域有战略投资布局。,6,42.7,0.55,6.4,89,0
#0606,AdhereTech,康复辅具,用药提醒,80,2011年成立的用药依从方案商，用联网智能药瓶在老人不服药时主动干预提醒；其巧妙之处在于把硬件成本转嫁给药企、由患者项目买单而非个人，差异在B2B药企付费模式。,80,38.7,0.55,5.9,125,0
#0718,Growl,文娱社交,健身,80,Growl是2021年成立的家庭健身科技品牌，做居家AI互动拳击教练、以动作识别与游戏化黏住用户，2024年融资4.75亿美元，但主打下沉年轻客群、老年非目标。,80,57.1,0.55,8.4,170,0
#0724,Hazel,消费品,尿失禁,80,2015年成立、仅获40万美元融资的失禁用品品牌，为40-70岁女性开发现代化、像真内裤的失禁尿布，铺进商超货架触达更前期的漏尿人群；差异在年轻化设计教育新客。,80,41.6,0.55,6.2,82,0
#0817,PanTheryx,食品营养,保健品,80,PanTheryx（2007年成立，私募5229万美元）是全球牛初乳原料龙头，产品含TruBiotics益生菌等，借天猫国际进入中国，并开发初乳碱性蛋白CBP。,80,46.6,4.55,9.2,94,0
#0823,Pillo Health,消费品,药品配送,80,Pillo Health是2017年成立的用药设备商，以台面AI设备替老人存储分发最多28剂药物并自动补订、含语音交互，A轮1100万美元，向药企机构输出方案。,80,49.6,2.55,8.4,87,0
#0862,Somnee,康复辅具,睡眠监测,80,Somnee（2020年成立，融资1000万美元）用tACS经颅电刺激加EEG做睡前15分钟非佩戴式睡眠干预，上线数月即达八位数年化营收，由睡眠科学家团队打造。,80,44.6,2.55,7.8,84,0
#0927,积水房屋 (Sekisui House),养老服务,适老化,80,1960年创立的日本大型住宅开发商，以工厂化装配式建造压低改造成本，适老化改造仅是其住宅业务的一小条线；反共识在于适老改造未必靠专营公司，而可借工业化交付降本。,80,38.7,0.55,5.9,95,0
#0945,Best Buy Health,养老服务,远程护理,80,提供PERS(Lively)、RPM(Current Health)及技术服务整合(Geek Squad)，主要服务老年人居家健康和技术需求。Curren...,147,72.6,6.55,14.2,164,0
#0969,Hippocratic AI,行业服务,AI医疗,80,医疗AI代理，执行低风险、面向患者的行政和运营任务。估值35亿；已与50+大型医疗系统/支付方合作；累计完成1.15亿+临床患者互动。累计融资4.04亿美...,143,66.2,5.05,12.2,162,0
#0972,NewDays,养老服务,认知训练,80,核心是AI伴侣Sunny，提供非药物干预的认知康复和认知刺激疗法。将AI驱动的伴侣与人类临床监督相结合。虚拟治疗预约(接受保险支付)+AI伴侣家庭作业(每...,149,50.6,1.55,8.3,76,0
#0977,Wellth,康复辅具,用药提醒,80,数字健康公司，利用行为经济学和财务激励提高慢性病人群的依从性。明确服务于Medicare Advantage(MA)、Medicaid、D-SNP等老年高...,148,55.2,3.05,9.5,112,0
#1074,森丽康科技,文娱社交,陪伴机器人,80,国内陪伴机器人企业，推出长者陪伴机器人“小丽”，卡位高龄独居老人的对话陪伴场景而非通用助手；差异在场景化语料训练的对话壁垒，做窄做深，难点在情感效度与硬件成本。,80,42.1,0.55,6.6,121,0
#1110,Hera,养老服务,护理协调,80,AI 驱动的护理协调平台，帮助养老运营商整合居民安全、护理计划、人员排班与应急响应。2026年6月完成2700万美元A轮，显示资本对“技术赋能型养老照护”的信心,91,49.6,0.55,7.5,127,0
#1324,小诺家护,养老服务/康复辅具,远程医疗/康复器械,80,茵诺医疗旗下智慧康养平台(2023年推出)，运营互联网医疗、远程康复、认知障碍早筛及干预、家庭病床、康复辅具租赁等ToC康复业务；2023年12月完成战略融资。,85,49.6,0.55,7.5,163,0
#1458,悦居帮手科技（四川）有限公司,养老服务/行业服务,家政/养老信息平台,80,我们与中国邮政异业合作，以中国邮政全国门店为基础，打造社区零工服务平台，有任何居家服务（包括养老服务）都可在平台直接发单，有时间有技能的居民可以在平台接单赚钱。,5,39.6,0.55,5.9,116,0
#1847,成都千果科技有限公司,食品营养,营养食品,80,成都千果科技有限公司：大健康产业客户资源、营养保健品店、社区团购、想做社群营销、私域直播、课程种草等需求的客户。。面向银发人群及相关养老服务机构提供产品与服务。,80,,,,151,0
