name,name_cn,tag_l1,tag_l2,business_tags_customer,business_tags_role,business_tags_channel,国家地区,简介,原分类category_l1,原分类category_l2
Rune Labs,,医疗健康;智能科技;精神健康,心理健康服务;数字化;认知症,B2B,平台,,海外,为神经退行性疾病提供精准神经学SaaS解决方案,康复设备,精神&神经
RxDiet,,文娱社交;智能科技,AI科技;文娱;社交平台,B2B,技术服务商,,海外,AI制定医学定制饮食计划，新鲜食材+行为支持,老年文娱,社交平台
SafelyYou,,养老服务;医疗健康,专业护理;健康监测;认知症,B2B+B2C,服务商,,海外,为痴呆症护理提供跌倒检测和预防技术,养老服务,专业级护理
Saga,,文娱社交,旅游,B2B,服务商(媒体/数据),,海外,年利润超3.7亿，服务12万50+人群,行业服务,行业媒体
Sage Inc.,,养老服务,专业护理;护理平台,B2B+B2C,服务商,,海外,帮助护理人员记录居民健康状况，管理任务,养老服务,专业级护理
Sava,,医疗健康,健康监测;慢病管理,B2B+B2C,服务商,,海外,下一代连续血糖监测仪，侵入性更小更便宜,健康服务,血压血糖
Savaria Corporation,萨瓦瑞亚,养老服务;消费品,智能硬件;适老化;适老化改造,B2B+B2C,制造商(硬件/设备),,海外,无障碍设备设计制造，2023年收入约8.37亿美元,适老化改造,适老家居产品
SCI (Service Corporation International),,医疗健康,临终关怀,未标注,上市公司,,海外,美国最大的上市殡葬服务公司，2000+殡葬设施，每年服务30万家庭,行业服务,行业媒体
Season Health,,医疗健康;文娱社交,咨询研究;远程医疗,B2C,制造商(消费品),,海外,营养师虚拟咨询服务在线平台,行业服务,咨询研究
Senior Planet,,文娱社交,教育,B2B,服务商(媒体/数据),,海外,60岁以上课程，社会参与、财务安全、健康保健等,行业服务,行业媒体
Senior.com,,消费品;渠道零售,日用;电商;零售,B2B+B2C,服务商,,海外,为老年人和护理人员提供护理相关品牌和产品，270万会员,购物渠道,线上渠道
SeniorCare.com,,文娱社交,文娱;社交平台,B2B+B2C,服务商,,海外,老年护理信息平台,老年文娱,社交平台
SeniorHousingLiving,,养老服务;医疗健康;文娱社交,健康管理;居家护理;文娱;社交平台;行业媒体,B2B+B2C,服务商,,海外,老年住房、健康、技术等内容，给护理交易引流,老年文娱,社交平台
Seniors Helping Seniors,,文娱社交,就业;文娱;社交平台,B2B+B2C,服务商,,海外,寻找积极老年护理人员与需要帮助的人匹配,老年文娱,社交平台
SeniorSafetyAdvice,,养老服务;医疗健康;文娱社交,健康管理;居家护理;文娱;社交平台;行业媒体,B2B+B2C,服务商,,海外,为老年人及护理人员提供安全健康信息,老年文娱,社交平台
Senpai,,文娱社交,文娱;陪伴机器人,B2B,服务商(媒体/数据),,海外,具有语音功能的数字伴侣，社交陪伴、提醒服药,行业服务,行业媒体
Sensi.AI,,医疗健康;文娱社交,健康监测;文娱;社交平台,B2B,技术服务商,,海外,音频AI监控老年人健康，美国80%+大型家庭护理网络使用,老年文娱,社交平台
Sharecare,,医疗健康,健康管理,B2B+B2C,服务商,,海外,拥有CareLinx家庭护理平台的数字健康公司,健康服务,健康养生
ShiftKey,,文娱社交,医护配置,B2B,服务商(媒体/数据),,海外,通过开放轮班连接医疗工作者和医疗机构,行业服务,行业媒体
ShiftMed,,文娱社交,医护配置,B2B,服务商(媒体/数据),,海外,将护士与医疗机构的轮班联系起来,行业服务,行业媒体
Sidecar Health,,金融保险,保险,B2B+B2C,服务商,,海外,为企业提供主要医疗保险，消除医生事先授权需求,行业服务,行业媒体
SiftWell Analytics,,养老服务;医疗健康;文娱社交,文娱;智慧养老;社交平台;认知症,B2B,技术服务商,,海外,AI人口健康平台，识别高风险个人提高质量分数,老年文娱,社交平台
Signify Health,,医疗健康,健康监测,B2B,服务商(媒体/数据),,海外,家庭健康评估，强调预防，会员平均年龄71岁,行业服务,行业媒体
SimplyConnect,,医疗健康,SODH,B2B+B2C,服务商,,海外,社会护理连接平台,行业服务,行业媒体
Sit and Be Fit,,文娱社交,健身;文娱,B2C,服务商,,海外,1985年创立，低冲击锻炼计划,老年文娱,老年健身
Smithsonian Journeys,,文娱社交,旅游,B2B,服务商(媒体/数据),,海外,2024财年年收入1200万美元,行业服务,行业媒体
Sollis Health,,养老服务;医疗健康;文娱社交,养老社区;文娱;社交平台;远程医疗,B2C,平台,,海外,24/7按需医疗会员制，面对面+远程,老年文娱,社交平台
SomaReality,,医疗健康,健康管理;认知症,B2C,服务商,,海外,基于眼动追踪的数字生物标记，实时监测认知过程,健康服务,健康养生
Somatus,,医疗健康,慢病管理,B2B+B2C,服务商,,海外,慢性肾脏和心脏疾病患者个性化上门临床护理，估值超25亿,行业服务,行业媒体
Somnee,,医疗健康;文娱社交;智能科技,健康监测;文娱;睡眠科技;社交平台,B2B,技术服务商,,海外,AI驱动神经技术改善睡眠，非专门面向老人,老年文娱,社交平台
Sonova (索诺瓦),Sonova (索诺瓦),消费品,助听器,B2B,服务商(媒体/数据),,海外,全球市场占有率第一的听力保健公司,行业服务,行业媒体
Spark Advisors,,金融保险,保险,B2B+B2C,服务商,,海外,帮助医疗保险经纪人进行营销、销售支持、后台管理,行业服务,行业媒体
SpinSci,,医疗健康;文娱社交,健康管理;文娱;社交平台,B2B,技术服务商,,海外,AI驱动改善患者互动和简化工作流程,老年文娱,社交平台
Spring Health,,精神健康,心理健康服务,B2B,服务商(媒体/数据),,海外,心理健康初创公司，估值33亿美元,行业服务,行业媒体
Starling Medical,,医疗健康;消费品,慢病管理;智能硬件;远程医疗,B2B+B2C,制造商(硬件/设备),,海外,家用尿液分析设备远程监控慢性病,行业服务,行业媒体
Steadiwear,,养老服务;消费品,日用;适老化,B2B,服务商(媒体/数据),,海外,帕金森手套，减少手部颤抖,行业服务,行业媒体
Stepful,,文娱社交,咨询研究,B2C,服务商,,海外,AI驱动的医疗人员培训平台,行业服务,行业媒体
Stitch,,文娱社交,文娱,B2B,服务商(媒体/数据),,海外,帮助50岁以上的人找到陪伴和建立社交联系,行业服务,行业媒体
Stripes Beauty,,医疗健康;女性健康;食品营养,保健品;女性健康服务;更年期,未标注,服务商,,海外,Naomi Watts创立，针对更年期需求，被收购,健康食品,保健品&OTC
Strive Health,,养老服务;医疗健康,专业护理;慢病管理,B2B+B2C,服务商,,海外,价值型肾脏护理领域全国领导者,养老服务,专业级护理
Sugar.fit,,医疗健康,健康监测;慢病管理,B2B+B2C,服务商,,海外,数字健康解决方案，解决2型糖尿病和糖尿病前期,健康服务,血压血糖
Swift Medical,,养老服务;智能科技,专业护理;数字化,B2B,技术服务商,,海外,数字伤口护理管理，AI技术,养老服务,专业级护理
Switchboard Health,,养老服务,居家护理,B2B+B2C,服务商,,海外,识别和协调高价值的专业护理服务,行业服务,行业媒体
Talkiatry,,医疗健康;消费品;精神健康,心理健康服务;智能硬件;认知症,B2B+B2C,服务商,,海外,精神科护理初创公司,康复设备,精神&神经
Teami,,医疗健康,SODH,B2B,服务商(媒体/数据),,海外,聘请大学生上门拜访原地养老的人,行业服务,行业媒体
Tennr,,医疗健康,健康管理,B2B,服务商(媒体/数据),,海外,医疗保健领域传真通信现代化,行业服务,行业媒体
Thinkie,,医疗健康,认知症,B2C,制造商(硬件/设备),,海外,经科学验证的大脑训练传感器，使用3个月大脑年龄减少3.7岁,失智老人赛道,认知症产品
Thoughtful AI,,养老服务;文娱社交,文娱;智慧养老;社交平台,B2B,技术服务商,,海外,AI代理解决医疗保健提供商收入周期挑战,老年文娱,社交平台
Thrive AI Health,,养老服务;医疗健康;文娱社交,慢病管理;文娱;智慧养老;社交平台,B2B,技术服务商,,海外,OpenAI创业基金支持，AI健康教练促进健康生活方式,老年文娱,社交平台
Tia,,医疗健康,女性健康服务,B2B,服务商(媒体/数据),线上;线下,海外,综合性女性健康平台，线上线下结合,行业服务,行业媒体
Together by Renee,,医疗健康;文娱社交,健康管理;文娱;社交平台,B2B+B2C,服务商,,海外,拍摄处方照片管理药物，AI读取保险覆盖,老年文娱,社交平台
Toi Labs,,消费品,日用;智能硬件,B2C,制造商(硬件/设备),,海外,TrueLoo智能马桶座，光学传感器分析马桶活动,行业服务,行业媒体
Tomorrow Health,,养老服务,专业护理,B2B+B2C,服务商,,海外,简化家庭护理流程，匹配高质量供应商,养老服务,专业级护理
Transcarent,,医疗健康,健康管理,B2B+B2C,服务商,,海外,整合医疗、外科、药房和心理健康护理的平台，估值22亿美元,行业服务,行业媒体
Tuesday Health,,养老服务;医疗健康,临终关怀;居家护理,B2B+B2C,服务商,,海外,虚拟临终关怀提供商，为重病患者提供全人护理,养老服务,临终关怀
Tuned,,文娱社交;消费品,助听器;文娱;社交平台,B2B,技术服务商,,海外,结合AI和智能助听器改善听力质量,老年文娱,社交平台
Two Chairs,,精神健康,心理健康服务,B2B,服务商(媒体/数据),,海外,专有算法帮助将合适治疗师与患者匹配,行业服务,行业媒体
TympaHealth,,消费品,助听器,B2B,服务商(媒体/数据),,海外,耳部和听力健康评估系统，数字耳镜检查+听力评估,行业服务,行业媒体
Unfabled,,医疗健康;消费品;渠道零售;食品营养,保健品;女性健康服务;日用;零售,未标注,服务商,,海外,在线市场，女性健康和保健产品,购物渠道,线上渠道
UnitedHealth Group (UHG),,医疗健康,健康管理,B2B+B2C,服务商,,海外,通过Optum收购多家医生团体，布局价值型护理,行业服务,行业媒体
Upsidehom,,养老服务,养老社区,B2B,服务商(媒体/数据),,海外,为老年人提供现代舒适住房，配备家具公寓,行业服务,行业媒体
Upward Health,,养老服务;医疗健康,居家护理;慢病管理,B2B+B2C,服务商,,海外,面向复杂疾病患者，由商业保险、医疗保险、医疗补助100%付款,行业服务,行业媒体
Vayyar,万蕴,医疗健康,健康监测,B2B,服务商(媒体/数据),,海外,4D成像雷达，非侵入式全面环境监测，隐私保护,行业服务,行业媒体
vermut,,文娱社交,文娱;社交平台,B2C,平台,线上,海外,社交网络平台APP，发布活动、聚会,老年文娱,社交平台
Vi Health,,医疗健康;女性健康;文娱社交,女性健康服务;文娱;更年期;社交平台,B2C,平台,线上,海外,为更年期女性提供量身定制的支持APP,老年文娱,社交平台
Videra Health,,养老服务;医疗健康;文娱社交,健康管理;文娱;智慧养老;社交平台,B2B,技术服务商,,海外,AI检测面部表情和肢体语言变化筛查心理健康,老年文娱,社交平台
Virtuleap,,医疗健康,认知症;认知训练,B2B,技术服务商,,海外,VR和AI提升认知治疗和诊断，产品Enhance VR和Cogniclear VR,失智老人赛道,认知症产品
Visibly,,消费品,日用;眼镜,未标注,服务商,,海外,全球首个FDA批准的在线视力测试,养老用品,视觉障碍
Vitable,,医疗健康,健康管理,未标注,服务商,,海外,为小型雇主提供初级保健服务，每月30美元/员工,健康食品,保健品&OTC
VitalTech,,医疗健康,慢病管理;远程医疗,B2B+B2C,服务商,,海外,家庭护理远程监控和慢性病管理解决方案,行业服务,行业媒体
Vitas,,医疗健康,临终关怀,B2B,服务商(媒体/数据),,海外,美国最大临终关怀机构,行业服务,行业媒体
Vivian Labs,,女性健康,更年期,B2B+B2C,服务商,,海外,为更年期女性提供个性化护理数字平台,行业服务,行业媒体
Vivo,,医疗健康;文娱社交,健康管理;健身,B2C,服务商,,海外,在线锻炼，现场教练授课，帮助老人重建肌肉,健康服务,健康养生
Voiceitt,,养老服务;文娱社交,文娱;社交平台;适老化,B2B,技术服务商,,海外,言语障碍人士的语音AI解决方案,老年文娱,社交平台
Vori Health,,医疗健康,健康管理,B2B+B2C,服务商,,海外,虚拟/面对面肌肉骨骼护理,行业服务,行业媒体
Voxela,,养老服务;医疗健康;文娱社交,健康监测;文娱;智慧养老;社交平台,B2B,技术服务商,,海外,AI图像分析检测跌倒和走动，护理机构和医院,老年文娱,社交平台
Vyld,,养老服务,专业护理,B2B,服务商(媒体/数据),,海外,海藻卫生棉条和可堆肥尿布,行业服务,行业媒体
VyncaCare,,养老服务;医疗健康,专业护理;临终关怀,B2B+B2C,服务商,,海外,姑息治疗、高级护理计划和增强护理管理,养老服务,专业级护理
Waterlily,,养老服务;文娱社交,居家护理;文娱;智慧养老;社交平台,B2B,技术服务商,,海外,AI预测长期护理需求，个性化定制护理计划,老年文娱,社交平台
Watershed Health,,养老服务,护理平台,B2B+B2C,服务商,,海外,连接患者所有临床和非临床团队改善护理协调,行业服务,行业媒体
Welbi,,养老服务;医疗健康,健康管理;养老机构,B2B+B2C,平台,,海外,专注于养老院和退休护理社区的健康管理,养老地产,运营商
Wesper,,医疗健康,健康监测;认知症,B2B+B2C,服务商,,海外,家用睡眠测试和呼吸暂停诊断，FDA批准,健康服务,睡眠监测
Wheel,,养老服务;智能科技,专业护理;数字化;虚拟护理,B2B+B2C,服务商,,海外,帮助临床工作人员的虚拟护理平台,养老服务,专业级护理
Wheel the World,,文娱社交,旅游,B2B,服务商(媒体/数据),,海外,无障碍旅行初创公司,行业服务,行业媒体
Wile,,女性健康;食品营养,更年期;营养食品,B2B,服务商(媒体/数据),,海外,女性健康补充剂，针对围绝经期，被Nameless CPG收购,行业服务,行业媒体
