serial,name,tag_l1,tag_l2,desc_len,desc_preview,desc_cn_len,desc_cn_preview,rv,sig,total,has_recommend,reco_len
#1292,Trust & Will,金融保险,金融理财/遗产规划,76,在线遗嘱与信托设立平台企业，帮助家庭便捷完成遗产与临终法律安排，服务于个人与家庭的养老金融需求。企业聚焦银发场景，通过技术与服务满足中老年群体的细分需求,13,B2C 养老金融/遗产规划,43.7,0.55,6.4,True,90
#1507,湖北优唐健康管理有限公司,养老服务/食品营养,慢病管理/糖尿病,76,"国内糖尿病、心脑血管疾病等慢性病健康管理领先品牌
【提供资源】糖尿病和心脑血管疾病专业有效健康管理体系和全套供应链及专业人员服务
【需求资源】适合的场地",7,聚焦慢病管理的,39.6,0.55,5.9,True,126
#0295,糖友饱饱,食品营养,糖尿病,77,糖友饱饱（杭州）主打“不升糖”控糖主食（面包、饼干、面条、粥等），与江南大学食品学院联合研发，提出“稳稳粉”低碳水配方，面向糖尿病人群，曾获数千万元融资。,94,糖友饱饱（杭州）是主打不升糖控糖主食的品牌，覆盖面包、饼干、面条与粥等品类，与江南大学食品学院联合研发稳稳粉低碳水配方，面向糖尿病人群，曾获数千万元融资，把控糖主食做成日常可吃的安心选择。,45.7,0.55,6.8,True,79
#0304,美瑞德,康复辅具,轮椅/康复器械,77,美瑞德是温州市泰易家居科技有限公司旗下适老用品品牌，专注居家适老化，研发销售抗菌扶手、洗澡椅、轮椅、移位机、床边扶手等，服务40岁以上家庭用户及康养机构。,9,居家适老化用品品牌,36.6,0.55,5.5,True,96
#0347,迪马常青社,养老服务,养老机构,77,迪马股份旗下康养品牌迪马常青社，布局川渝、环沪、华中三大区域，运营新鸿乐养社区、学苑医养中心等医养结合项目，床位超2000张，提供机构养老与社区居家服务。,15,B2C/B2B 社区/居家服务,32.2,0.55,5.0,True,166
#0501,Current Health,养老服务,远程护理,77,Current Health是2015年成立的居家监测平台，整合可穿戴与家庭中枢做老年慢病远程护理，2021年B轮4300万美元、被百思买约4亿美元收购。,77,Current Health是2015年成立的居家监测平台，整合可穿戴与家庭中枢做老年慢病远程护理，2021年B轮4300万美元、被百思买约4亿美元收购。,52.7,2.55,8.9,True,90
#0509,GoGoGrandparent,养老服务,适老化,77,GoGoGrandparent（2016年成立）用电话而非App帮老人叫车出行，已孵化并实现盈利，以绕开智能手机的低门槛入口解决老人出行痛点，融资未披露。,77,GoGoGrandparent（2016年成立）用电话而非App帮老人叫车出行，已孵化并实现盈利，以绕开智能手机的低门槛入口解决老人出行痛点，融资未披露。,47.7,0.55,7.2,True,119
#0555,Wider Circle,文娱社交,邻里社交/陪伴服务,77,Wider Circle（2015年成立）以邻里互助小组把健康管理、陪伴与志愿者编进社区社交，用极低成本改善独居老人生活，差异化在把社交本身当作照护载体。,77,Wider Circle（2015年成立）以邻里互助小组把健康管理、陪伴与志愿者编进社区社交，用极低成本改善独居老人生活，差异化在把社交本身当作照护载体。,46.6,0.55,7.1,True,135
#0689,Dorvie,养老服务,家政,77,Dorvie（2021年成立，融资260万美元）由专属人工礼宾员电话排程家政、餐饮、维修并合并月账单，收10-30美元月费，服务不愿搬入养老院的退休老人。,77,Dorvie（2021年成立，融资260万美元）由专属人工礼宾员电话排程家政、餐饮、维修并合并月账单，收10-30美元月费，服务不愿搬入养老院的退休老人。,41.2,1.05,6.6,True,88
#0792,More Life Health,文娱社交,健身,77,面向50+人群的在线锻炼平台，提供视频跟练的轻量分级健身课程，把运动拆成碎片任务降低老年用户启动门槛；差异在轻资产适老健身，错位于线下健身房与广场舞平台。,77,面向50+人群的在线锻炼平台，提供视频跟练的轻量分级健身课程，把运动拆成碎片任务降低老年用户启动门槛；差异在轻资产适老健身，错位于线下健身房与广场舞平台。,38.7,0.55,5.9,True,72
#0813,OrCam MyEye 3 Pro,消费品,眼镜,77,OrCam MyEye 3 Pro（2010年成立）是佩戴式视觉辅具，实时读出文本、识别熟人与产品，本地边缘运算保护隐私，差异化在把视觉辅具做成消费电子。,77,OrCam MyEye 3 Pro（2010年成立）是佩戴式视觉辅具，实时读出文本、识别熟人与产品，本地边缘运算保护隐私，差异化在把视觉辅具做成消费电子。,36.6,0.55,5.5,True,79
#0846,Seniors Helping Seniors,养老服务,护工平台,77,Seniors Helping Seniors是1998年创立的同辈互助照护平台，匹配低龄活跃老人为需助长者提供陪伴与轻量护工，用邻里陪伴补专业人力缺口。,77,Seniors Helping Seniors是1998年创立的同辈互助照护平台，匹配低龄活跃老人为需助长者提供陪伴与轻量护工，用邻里陪伴补专业人力缺口。,46.6,0.55,7.1,True,116
#0883,Together by Renee,康复辅具,用药提醒/用药管理,77,2021年创立的用药管理应用，用户拍摄处方照片即可生成服药清单，并由AI自动读取保险覆盖情况；差异在用药流程的可视化托管与保险接口联动，而非单纯定时提醒。,77,2021年创立的用药管理应用，用户拍摄处方照片即可生成服药清单，并由AI自动读取保险覆盖情况；差异在用药流程的可视化托管与保险接口联动，而非单纯定时提醒。,46.6,0.55,7.1,True,82
#0905,Vivo,文娱社交,健身,77,Vivo是2020年成立的银发健身平台，以直播小班抗阻训练含平衡与认知练习延缓肌肉流失，月留存98%、获NIH 230万资助并与AARP合作，聚焦肌少症。,77,Vivo是2020年成立的银发健身平台，以直播小班抗阻训练含平衡与认知练习延缓肌肉流失，月留存98%、获NIH 230万资助并与AARP合作，聚焦肌少症。,44.1,1.05,7.0,True,91
#0935,Nikko Travel,文娱社交,旅游,77,Nikko Travel（1976年创立）专注高端老年旅游，九成以上客群为60+富裕老人、年服务约5000人、复购率70%+，2017年被三越伊势丹收购。,77,Nikko Travel（1976年创立）专注高端老年旅游，九成以上客群为60+富裕老人、年服务约5000人、复购率70%+，2017年被三越伊势丹收购。,63.7,6.55,12.8,True,92
#1142,LegUp,养老服务,护工平台,77,印度照护科技平台，连接现代家庭与可信照护人员，2025年2月获Bluebridge Capital 2000万卢比(约25万美元) pre-seed融资。,87,印度照护科技平台，把现代家庭与可信护理员连接起来，2025年初获约二十五万美元预种子轮，亮点在轻量匹配切入居家照护，是新兴市场居家照护匹配的早期样本，参考价值在模式而非规模。,49.6,0.55,7.5,True,73
#1187,IO Health,行业服务,AI医疗,77,面向临终关怀（hospice）与家庭健康的AI初创公司，用AI简化临床文档与运营。2025年10月完成200万美元种子轮（Nina Capital领投）。,113,面向居家照护与安宁疗护机构的AI质量与合规SaaS：以'智能叠加层'嵌入既有EMR，在护理现场做文档实时校验、QA优化与自动生成手册；收入来自机构订阅。银发价值在提升临终与居家老人的护理文档准确性，加,41.2,1.05,6.7,True,92
#1253,Stella,消费品,更年期,77,面向更年期女性的数字健康平台企业，提供症状评估、专家咨询与个性化管理方案，服务于围绝经期女性群体。企业聚焦银发场景，通过技术与服务满足中老年群体的细分需求,82,面向更年期女性的数字健康平台，做症状评估、专家咨询与个性化管理，2021年成立，亮点在把更年期从模糊痛点变可管理流程，是国内可对标的中老年女性健康数字平台，可借鉴。,49.6,0.55,7.5,True,176
#1285,TytoCare,消费品,体检筛查,77,家用远程体检设备与平台企业，使老人可在家完成听诊、体温、耳镜等检查并连线医生，服务于远程医疗场景。企业聚焦银发场景，通过技术与服务满足中老年群体的细分需求,86,家用远程体检设备与平台，让老人在家做听诊、体温、耳镜等检查并连线医生，2012年成立，亮点在把诊前检查搬回家、降就医成本，是远程体检硬件+平台的代表，可对标，适合国内研究。,49.6,0.55,7.5,True,70
#1429,河北代代康居家养老服务有限公司,养老服务,居家护理/养老机构,77,"机构养老，居家服务，智能设备
【提供资源】60万用户，全国15家合作机构，河北省632个服务网点，自主研发养老服务平台和智能设备
【需求资源】养老合作伙伴",7,聚焦居家护理的,39.6,0.55,5.9,True,70
#0238,森梅医疗,养老服务,慢病管理,78,森梅医疗科技（重庆）研发慢性病临床病情管理系统，在院内部署临床系统、配套院外患者App，覆盖早期筛查、临床路径管理、家庭管理与患者宣教，已落地多家三甲医院。,120,专注慢性病临床病情管理的科技公司，以ETL、NLP与AI重构院内及真实世界数据，为三甲医院提供早筛、临床路径与院外随访的一体化平台，并延伸至患者端APP。收入来自医院软件年费与患者订阅。客群为全龄慢病,33.7,0.55,5.1,True,89
#0310,老柚,文娱社交,文娱/社区,78,老柚是北京老柚多汁互联网信息服务有限公司（映客孵化）打造的中老年直播社交娱乐平台，主打同龄圈子、一键直播、K歌、多人连麦和虚拟礼物互动，降低老年人直播门槛。,11,中老年直播社交娱乐平台,38.7,0.55,5.9,True,87
#0330,莎浓羊奶,食品营养,营养食品,78,莎浓羊奶是依托陕西金牛乳业的羊奶乳制品连锁专卖品牌（2006年创立），门店超2500家覆盖全国20余省，产品涵盖婴幼儿至中老年羊奶粉、液态羊奶等全家营养品。,9,中老年羊奶连锁品牌,38.7,0.55,5.7,True,129
#0336,豪悦,消费品,纸尿裤,78,杭州豪悦护理（605009）是国内个人护理用品制造商，主营婴儿与成人卫生用品，成人纸尿裤收入占比约三分之一，为多家国内外知名品牌代工，2020年上交所上市。,83,国内个人护理用品制造商，主营婴儿与成人卫生用品，成人失禁护理纸尿裤收入占比约三分之一，为国内外多家知名品牌代工，2020年于上交所上市，具备规模化纸品产能与品质体系。,43.7,0.55,6.3,True,76
#0358,铂桐医疗,养老服务,安宁疗护,78,铂桐医疗（苏州）是国内首家以癌痛为切入点的数字医疗疼痛管理平台，由肿瘤支持治疗专家王杰军教授创立，提供疼痛智能评估与阶梯化管理，获远毅资本Pre-A轮融资。,30,数字医疗疼痛管理平台，以癌痛为切入点提供智能评估与阶梯化管理,36.6,0.55,5.6,True,77
#0363,银汤屋,养老服务,居家护理,78,银汤屋是杭州中民银创科技旗下老年助浴品牌，研发智能洗浴设备与物联网助浴管理平台，通过政府购买服务、长护险及赋能机构/社区开展上门助浴，降低失能老人洗浴门槛。,30,老年助浴品牌，智能洗浴设备+物联网助浴平台，上门服务失能老人,41.6,0.55,6.5,True,75
#0391,yooLab,消费品/食品营养,长寿抗衰/个性化营养,78,YouLabs 是一家印度长寿与精准健康公司，通过医生主导的个性化健康方案、表观遗传年龄检测及肽类/补剂，借助WhatsApp AI提供抗衰与健康管理服务。,28,印度长寿抗衰精准健康公司，个性化方案+表观遗传检测+补剂,34.6,0.55,5.3,True,91
